Country,Population,Gender,Micronutrient,Age,P_Deficiency_Primary,P_Marginal,P_Severe
New Zealand,Women,Female,folate_rbc,51.0,1.0,,
Sweden,Adults,All,folate_rbc,18.0,2.0,,
Sweden,Women,Female,folate_rbc,18.0,3.0,,
United States of America,Adults,All,folate_rbc,40.0,0.4,,
Ecuador,Adults,Female,folate_plasma,50.0,1.5,,
Spain,Adults,All,folate_plasma,25.0,2.1,,
Spain,Men,Male,folate_plasma,25.0,0.8,,
Spain,Women,Female,folate_plasma,25.0,3.0,,
Ethiopia,Men,Male,folate_plasma,15.0,0.0,,
Ethiopia,Men,Male,folate_plasma,15.0,4.5,,
Ethiopia,Men,Male,folate_plasma,15.0,1.3,,
Ethiopia,Men,Male,folate_plasma,15.0,0.7,,
Ethiopia,Men,Male,folate_plasma,15.0,2.5,,
Ethiopia,Men,Male,folate_plasma,15.0,0.0,,
Ethiopia,Men,Male,folate_plasma,15.0,1.4,,
France,Adults,All,folate_plasma,18.0,1.2,,
France,Adults,Female,folate_plasma,18.0,1.9,,
France,Adults,Male,folate_plasma,18.0,0.5,,
United Kingdom,Adults,All,folate_plasma,19.0,2.0,,
United Kingdom,Men,Male,folate_plasma,19.0,0.0,,
United Kingdom,Women,Female,folate_plasma,19.0,3.0,,
United Kingdom,Adults,All,folate_plasma,19.0,3.0,,
United Kingdom,Men,Male,folate_plasma,19.0,1.0,,
United Kingdom,Women,Female,folate_plasma,19.0,6.0,,
United Kingdom,Adults,All,folate_plasma,19.0,2.6,,
United Kingdom,Men,Male,folate_plasma,19.0,0.3,,
United Kingdom,Women,Female,folate_plasma,19.0,4.7,,
United Kingdom,Adults,All,folate_plasma,19.0,2.0,,
United Kingdom,Men,Male,folate_plasma,19.0,1.0,,
United Kingdom,Women,Female,folate_plasma,19.0,3.0,,
United Kingdom,Adults,All,folate_plasma,19.0,3.0,,
United Kingdom,Men,Male,folate_plasma,19.0,1.0,,
United Kingdom,Women,Female,folate_plasma,19.0,5.0,,
United Kingdom,Adults,All,folate_plasma,19.0,3.0,,
United Kingdom,Men,Male,folate_plasma,19.0,0.0,,
United Kingdom,Women,Female,folate_plasma,19.0,5.0,,
United Kingdom,Adults,All,folate_plasma,19.0,2.0,,
United Kingdom,Men,Male,folate_plasma,19.0,0.0,,
United Kingdom,Women,Female,folate_plasma,19.0,4.2,,
United Kingdom,Adults,All,folate_plasma,19.0,1.9,,
United Kingdom,Men,Male,folate_plasma,19.0,0.8,,
United Kingdom,Women,Female,folate_plasma,19.0,3.0,,
United Kingdom,Adults,All,folate_plasma,19.0,3.0,,
United Kingdom,Men,Male,folate_plasma,19.0,2.0,,
United Kingdom,Women,Female,folate_plasma,19.0,3.9,,
Iran,Men,Male,folate_plasma,45.0,2.1,,
Iran,Women,Female,folate_plasma,50.0,6.2,,
Iran,Adults,All,folate_plasma,50.0,3.0,,
Iran,Men,Male,folate_plasma,45.0,0.0,,
Iran,Women,Female,folate_plasma,50.0,5.3,,
Iran,Men,Male,folate_plasma,45.0,0.6,,
Iran,Women,Female,folate_plasma,50.0,6.0,,
Kenya,Men,Male,folate_plasma,15.0,2.9,,
Kenya,Men,Male,folate_plasma,15.0,3.5,,
Kenya,Men,Male,folate_plasma,15.0,2.0,,
 Korea,Men,Male,folate_plasma,18.0,0.3,,
 Korea,Men,Male,folate_plasma,50.0,1.1,,
 Korea,Men,Male,folate_plasma,50.0,1.3,,
 Korea,Men,Male,folate_plasma,55.0,1.5,,
 Korea,Women,Female,folate_plasma,50.0,5.5,,
 Korea,Women,Female,folate_plasma,50.0,3.7,,
 Korea,Women,Female,folate_plasma,55.0,0.9,,
Mexico,Men,Male,folate_plasma,20.0,10.0,,
Mexico,Men,Male,folate_plasma,20.0,1.5,,
Mexico,Men,Male,folate_plasma,30.0,7.2,,
Mexico,Men,Male,folate_plasma,40.0,8.5,,
Mexico,Men,Male,folate_plasma,50.0,10.6,,
Mexico,Men,Male,folate_plasma,65.0,19.9,,
Mongolia,Men,Male,folate_plasma,15.0,0.0,,
Mongolia,Men,Male,folate_plasma,15.0,0.1,,
Mongolia,Men,Male,folate_plasma,20.0,0.0,,
Mongolia,Men,Male,folate_plasma,30.0,0.3,,
Mongolia,Men,Male,folate_plasma,40.0,0.0,,
Mongolia,Men,Male,folate_plasma,15.0,0.0,,
Mongolia,Men,Male,folate_plasma,15.0,0.2,,
Mongolia,Men,Male,folate_plasma,15.0,0.0,,
Mongolia,Men,Male,folate_plasma,15.0,0.0,,
Mongolia,Men,Male,folate_plasma,15.0,0.0,,
Mongolia,Men,Male,folate_plasma,15.0,1.3,,
Malawi,Men,Male,folate_plasma,20.0,0.0,,
Malawi,Men,Male,folate_plasma,20.0,6.9,,
Malawi,Men,Male,folate_plasma,20.0,2.4,,
Malawi,Men,Male,folate_plasma,20.0,3.4,,
Malawi,Men,Male,folate_plasma,30.0,0.0,,
Malawi,Men,Male,folate_plasma,30.0,2.6,,
Malawi,Men,Male,folate_plasma,40.0,12.0,,
Malawi,Men,Male,folate_plasma,40.0,0.0,,
Malawi,Men,Male,folate_plasma,50.0,0.0,,
Malawi,Men,Male,folate_plasma,50.0,0.0,,
Malawi,Men,Male,folate_plasma,20.0,0.4,,
Malawi,Men,Male,folate_plasma,20.0,8.9,,
Malawi,Men,Male,folate_plasma,15.0,0.0,,
Malawi,Men,Male,folate_plasma,15.0,0.0,,
Malawi,Men,Male,folate_plasma,30.0,0.0,,
Malawi,Men,Male,folate_plasma,20.0,2.8,,
Malawi,Men,Male,folate_plasma,20.0,3.7,,
Malawi,Men,Male,folate_plasma,15.0,0.0,,
Malawi,Men,Male,folate_plasma,20.0,0.0,,
Malawi,Men,Male,folate_plasma,20.0,0.0,,
Malawi,Men,Male,folate_plasma,15.0,0.0,,
Malawi,Men,Male,folate_plasma,20.0,3.8,,
Malawi,Men,Male,folate_plasma,20.0,7.9,,
Malawi,Men,Male,folate_plasma,15.0,0.0,,
Malawi,Men,Male,folate_plasma,15.0,0.0,,
Malawi,Men,Male,folate_plasma,20.0,0.0,,
Malawi,Men,Male,folate_plasma,20.0,0.0,,
Malawi,Men,Male,folate_plasma,15.0,0.0,,
Malawi,Men,Male,folate_plasma,20.0,0.0,,
Malawi,Men,Male,folate_plasma,20.0,0.0,,
New Zealand,Adults,All,folate_plasma,15.0,2.1,,
New Zealand,Adults,Female,folate_plasma,15.0,3.5,,
New Zealand,Men,Male,folate_plasma,15.0,0.6,,
New Zealand,Men,Male,folate_plasma,19.0,0.0,,
New Zealand,Men,Male,folate_plasma,31.0,1.3,,
New Zealand,Men,Male,folate_plasma,51.0,0.3,,
New Zealand,Women,Female,folate_plasma,51.0,2.1,,
Philippines,Adults,All,folate_plasma,20.0,54.4,,
Ecuador,Adults,Female,Hemoglobin,50.0,1.5,,
Spain,Adults,All,Hemoglobin,25.0,2.1,,
Spain,Men,Male,Hemoglobin,25.0,0.8,,
Spain,Women,Female,Hemoglobin,25.0,3.0,,
Ethiopia,Men,Male,Hemoglobin,15.0,0.0,,
Ethiopia,Men,Male,Hemoglobin,15.0,4.5,,
Ethiopia,Men,Male,Hemoglobin,15.0,1.3,,
Ethiopia,Men,Male,Hemoglobin,15.0,0.7,,
Ethiopia,Men,Male,Hemoglobin,15.0,2.5,,
Ethiopia,Men,Male,Hemoglobin,15.0,0.0,,
Ethiopia,Men,Male,Hemoglobin,15.0,1.4,,
France,Adults,All,Hemoglobin,18.0,1.2,,
France,Adults,Female,Hemoglobin,18.0,1.9,,
France,Adults,Male,Hemoglobin,18.0,0.5,,
United Kingdom,Adults,All,Hemoglobin,19.0,2.0,,
United Kingdom,Men,Male,Hemoglobin,19.0,0.0,,
United Kingdom,Women,Female,Hemoglobin,19.0,3.0,,
United Kingdom,Adults,All,Hemoglobin,19.0,3.0,,
United Kingdom,Men,Male,Hemoglobin,19.0,1.0,,
United Kingdom,Women,Female,Hemoglobin,19.0,6.0,,
United Kingdom,Adults,All,Hemoglobin,19.0,2.6,,
United Kingdom,Men,Male,Hemoglobin,19.0,0.3,,
United Kingdom,Women,Female,Hemoglobin,19.0,4.7,,
United Kingdom,Adults,All,Hemoglobin,19.0,2.0,,
United Kingdom,Men,Male,Hemoglobin,19.0,1.0,,
United Kingdom,Women,Female,Hemoglobin,19.0,3.0,,
United Kingdom,Adults,All,Hemoglobin,19.0,3.0,,
United Kingdom,Men,Male,Hemoglobin,19.0,1.0,,
United Kingdom,Women,Female,Hemoglobin,19.0,5.0,,
United Kingdom,Adults,All,Hemoglobin,19.0,3.0,,
United Kingdom,Men,Male,Hemoglobin,19.0,0.0,,
United Kingdom,Women,Female,Hemoglobin,19.0,5.0,,
United Kingdom,Adults,All,Hemoglobin,19.0,2.0,,
United Kingdom,Men,Male,Hemoglobin,19.0,0.0,,
United Kingdom,Women,Female,Hemoglobin,19.0,4.2,,
United Kingdom,Adults,All,Hemoglobin,19.0,1.9,,
United Kingdom,Men,Male,Hemoglobin,19.0,0.8,,
United Kingdom,Women,Female,Hemoglobin,19.0,3.0,,
United Kingdom,Adults,All,Hemoglobin,19.0,3.0,,
United Kingdom,Men,Male,Hemoglobin,19.0,2.0,,
United Kingdom,Women,Female,Hemoglobin,19.0,3.9,,
Iran,Men,Male,Hemoglobin,45.0,2.1,,
Iran,Women,Female,Hemoglobin,50.0,6.2,,
Iran,Adults,All,Hemoglobin,50.0,3.0,,
Iran,Men,Male,Hemoglobin,45.0,0.0,,
Iran,Women,Female,Hemoglobin,50.0,5.3,,
Iran,Men,Male,Hemoglobin,45.0,0.6,,
Iran,Women,Female,Hemoglobin,50.0,6.0,,
Kenya,Men,Male,Hemoglobin,15.0,2.9,,
Kenya,Men,Male,Hemoglobin,15.0,3.5,,
Kenya,Men,Male,Hemoglobin,15.0,2.0,,
Korea,Men,Male,Hemoglobin,18.0,0.3,,
 Korea,Men,Male,Hemoglobin,50.0,1.1,,
 Korea,Men,Male,Hemoglobin,50.0,1.3,,
 Korea,Men,Male,Hemoglobin,55.0,1.5,,
 Korea,Women,Female,Hemoglobin,50.0,5.5,,
 Korea,Women,Female,Hemoglobin,50.0,3.7,,
 Korea,Women,Female,Hemoglobin,55.0,0.9,,
Mexico,Men,Male,Hemoglobin,20.0,10.0,,
Mexico,Men,Male,Hemoglobin,20.0,1.5,,
Mexico,Men,Male,Hemoglobin,30.0,7.2,,
Mexico,Men,Male,Hemoglobin,40.0,8.5,,
Mexico,Men,Male,Hemoglobin,50.0,10.6,,
Mexico,Men,Male,Hemoglobin,65.0,19.9,,
Mongolia,Men,Male,Hemoglobin,15.0,0.0,,
Mongolia,Men,Male,Hemoglobin,15.0,0.1,,
Mongolia,Men,Male,Hemoglobin,20.0,0.0,,
Mongolia,Men,Male,Hemoglobin,30.0,0.3,,
Mongolia,Men,Male,Hemoglobin,40.0,0.0,,
Mongolia,Men,Male,Hemoglobin,15.0,0.0,,
Mongolia,Men,Male,Hemoglobin,15.0,0.2,,
Mongolia,Men,Male,Hemoglobin,15.0,0.0,,
Mongolia,Men,Male,Hemoglobin,15.0,0.0,,
Mongolia,Men,Male,Hemoglobin,15.0,0.0,,
Mongolia,Men,Male,Hemoglobin,15.0,1.3,,
Malawi,Men,Male,Hemoglobin,20.0,0.0,,
Malawi,Men,Male,Hemoglobin,20.0,6.9,,
Malawi,Men,Male,Hemoglobin,20.0,2.4,,
Malawi,Men,Male,Hemoglobin,20.0,3.4,,
Malawi,Men,Male,Hemoglobin,30.0,0.0,,
Malawi,Men,Male,Hemoglobin,30.0,2.6,,
Malawi,Men,Male,Hemoglobin,40.0,12.0,,
Malawi,Men,Male,Hemoglobin,40.0,0.0,,
Malawi,Men,Male,Hemoglobin,50.0,0.0,,
Malawi,Men,Male,Hemoglobin,50.0,0.0,,
Malawi,Men,Male,Hemoglobin,20.0,0.4,,
Malawi,Men,Male,Hemoglobin,20.0,8.9,,
Malawi,Men,Male,Hemoglobin,15.0,0.0,,
Malawi,Men,Male,Hemoglobin,15.0,0.0,,
Malawi,Men,Male,Hemoglobin,30.0,0.0,,
Malawi,Men,Male,Hemoglobin,20.0,2.8,,
Malawi,Men,Male,Hemoglobin,20.0,3.7,,
Malawi,Men,Male,Hemoglobin,15.0,0.0,,
Malawi,Men,Male,Hemoglobin,20.0,0.0,,
Malawi,Men,Male,Hemoglobin,20.0,0.0,,
Malawi,Men,Male,Hemoglobin,15.0,0.0,,
Malawi,Men,Male,Hemoglobin,20.0,3.8,,
Malawi,Men,Male,Hemoglobin,20.0,7.9,,
Malawi,Men,Male,Hemoglobin,15.0,0.0,,
Malawi,Men,Male,Hemoglobin,15.0,0.0,,
Malawi,Men,Male,Hemoglobin,20.0,0.0,,
Malawi,Men,Male,Hemoglobin,20.0,0.0,,
Malawi,Men,Male,Hemoglobin,15.0,0.0,,
Malawi,Men,Male,Hemoglobin,20.0,0.0,,
Malawi,Men,Male,Hemoglobin,20.0,0.0,,
New Zealand,Adults,All,Hemoglobin,15.0,2.1,,
New Zealand,Adults,Female,Hemoglobin,15.0,3.5,,
New Zealand,Men,Male,Hemoglobin,15.0,0.6,,
New Zealand,Men,Male,Hemoglobin,19.0,0.0,,
New Zealand,Men,Male,Hemoglobin,31.0,1.3,,
New Zealand,Men,Male,Hemoglobin,51.0,0.3,,
New Zealand,Women,Female,Hemoglobin,51.0,2.1,,
Philippines,Adults,All,Hemoglobin,20.0,54.4,,
Ecuador,Adults,Female,iron_deficiency_anemia,50.0,1.5,,
Spain,Adults,All,iron_deficiency_anemia,25.0,2.1,,
Spain,Men,Male,iron_deficiency_anemia,25.0,0.8,,
Spain,Women,Female,iron_deficiency_anemia,25.0,3.0,,
Ethiopia,Men,Male,iron_deficiency_anemia,15.0,0.0,,
Ethiopia,Men,Male,iron_deficiency_anemia,15.0,4.5,,
Ethiopia,Men,Male,iron_deficiency_anemia,15.0,1.3,,
Ethiopia,Men,Male,iron_deficiency_anemia,15.0,0.7,,
Ethiopia,Men,Male,iron_deficiency_anemia,15.0,2.5,,
Ethiopia,Men,Male,iron_deficiency_anemia,15.0,0.0,,
Ethiopia,Men,Male,iron_deficiency_anemia,15.0,1.4,,
France,Adults,All,iron_deficiency_anemia,18.0,1.2,,
France,Adults,Female,iron_deficiency_anemia,18.0,1.9,,
France,Adults,Male,iron_deficiency_anemia,18.0,0.5,,
United Kingdom,Adults,All,iron_deficiency_anemia,19.0,2.0,,
United Kingdom,Men,Male,iron_deficiency_anemia,19.0,0.0,,
United Kingdom,Women,Female,iron_deficiency_anemia,19.0,3.0,,
United Kingdom,Adults,All,iron_deficiency_anemia,19.0,3.0,,
United Kingdom,Men,Male,iron_deficiency_anemia,19.0,1.0,,
United Kingdom,Women,Female,iron_deficiency_anemia,19.0,6.0,,
United Kingdom,Adults,All,iron_deficiency_anemia,19.0,2.6,,
United Kingdom,Men,Male,iron_deficiency_anemia,19.0,0.3,,
United Kingdom,Women,Female,iron_deficiency_anemia,19.0,4.7,,
United Kingdom,Adults,All,iron_deficiency_anemia,19.0,2.0,,
United Kingdom,Men,Male,iron_deficiency_anemia,19.0,1.0,,
United Kingdom,Women,Female,iron_deficiency_anemia,19.0,3.0,,
United Kingdom,Adults,All,iron_deficiency_anemia,19.0,3.0,,
United Kingdom,Men,Male,iron_deficiency_anemia,19.0,1.0,,
United Kingdom,Women,Female,iron_deficiency_anemia,19.0,5.0,,
United Kingdom,Adults,All,iron_deficiency_anemia,19.0,3.0,,
United Kingdom,Men,Male,iron_deficiency_anemia,19.0,0.0,,
United Kingdom,Women,Female,iron_deficiency_anemia,19.0,5.0,,
United Kingdom,Adults,All,iron_deficiency_anemia,19.0,2.0,,
United Kingdom,Men,Male,iron_deficiency_anemia,19.0,0.0,,
United Kingdom,Women,Female,iron_deficiency_anemia,19.0,4.2,,
United Kingdom,Adults,All,iron_deficiency_anemia,19.0,1.9,,
United Kingdom,Men,Male,iron_deficiency_anemia,19.0,0.8,,
United Kingdom,Women,Female,iron_deficiency_anemia,19.0,3.0,,
United Kingdom,Adults,All,iron_deficiency_anemia,19.0,3.0,,
United Kingdom,Men,Male,iron_deficiency_anemia,19.0,2.0,,
United Kingdom,Women,Female,iron_deficiency_anemia,19.0,3.9,,
Iran,Men,Male,iron_deficiency_anemia,45.0,2.1,,
Iran,Women,Female,iron_deficiency_anemia,50.0,6.2,,
Iran,Adults,All,iron_deficiency_anemia,50.0,3.0,,
Iran,Men,Male,iron_deficiency_anemia,45.0,0.0,,
Iran,Women,Female,iron_deficiency_anemia,50.0,5.3,,
Iran,Men,Male,iron_deficiency_anemia,45.0,0.6,,
Iran,Women,Female,iron_deficiency_anemia,50.0,6.0,,
Kenya,Men,Male,iron_deficiency_anemia,15.0,2.9,,
Kenya,Men,Male,iron_deficiency_anemia,15.0,3.5,,
Kenya,Men,Male,iron_deficiency_anemia,15.0,2.0,,
Korea,Men,Male,iron_deficiency_anemia,18.0,0.3,,
Korea,Men,Male,iron_deficiency_anemia,50.0,1.1,,
Korea,Men,Male,iron_deficiency_anemia,50.0,1.3,,
Korea,Men,Male,iron_deficiency_anemia,55.0,1.5,,
Korea,Women,Female,iron_deficiency_anemia,50.0,5.5,,
Korea,Women,Female,iron_deficiency_anemia,50.0,3.7,,
Korea,Women,Female,iron_deficiency_anemia,55.0,0.9,,
Mexico,Men,Male,iron_deficiency_anemia,20.0,10.0,,
Mexico,Men,Male,iron_deficiency_anemia,20.0,1.5,,
Mexico,Men,Male,iron_deficiency_anemia,30.0,7.2,,
Mexico,Men,Male,iron_deficiency_anemia,40.0,8.5,,
Mexico,Men,Male,iron_deficiency_anemia,50.0,10.6,,
Mexico,Men,Male,iron_deficiency_anemia,65.0,19.9,,
Mongolia,Men,Male,iron_deficiency_anemia,15.0,0.0,,
Mongolia,Men,Male,iron_deficiency_anemia,15.0,0.1,,
Mongolia,Men,Male,iron_deficiency_anemia,20.0,0.0,,
Mongolia,Men,Male,iron_deficiency_anemia,30.0,0.3,,
Mongolia,Men,Male,iron_deficiency_anemia,40.0,0.0,,
Mongolia,Men,Male,iron_deficiency_anemia,15.0,0.0,,
Mongolia,Men,Male,iron_deficiency_anemia,15.0,0.2,,
Mongolia,Men,Male,iron_deficiency_anemia,15.0,0.0,,
Mongolia,Men,Male,iron_deficiency_anemia,15.0,0.0,,
Mongolia,Men,Male,iron_deficiency_anemia,15.0,0.0,,
Mongolia,Men,Male,iron_deficiency_anemia,15.0,1.3,,
Malawi,Men,Male,iron_deficiency_anemia,20.0,0.0,,
Malawi,Men,Male,iron_deficiency_anemia,20.0,6.9,,
Malawi,Men,Male,iron_deficiency_anemia,20.0,2.4,,
Malawi,Men,Male,iron_deficiency_anemia,20.0,3.4,,
Malawi,Men,Male,iron_deficiency_anemia,30.0,0.0,,
Malawi,Men,Male,iron_deficiency_anemia,30.0,2.6,,
Malawi,Men,Male,iron_deficiency_anemia,40.0,12.0,,
Malawi,Men,Male,iron_deficiency_anemia,40.0,0.0,,
Malawi,Men,Male,iron_deficiency_anemia,50.0,0.0,,
Malawi,Men,Male,iron_deficiency_anemia,50.0,0.0,,
Malawi,Men,Male,iron_deficiency_anemia,20.0,0.4,,
Malawi,Men,Male,iron_deficiency_anemia,20.0,8.9,,
Malawi,Men,Male,iron_deficiency_anemia,15.0,0.0,,
Malawi,Men,Male,iron_deficiency_anemia,15.0,0.0,,
Malawi,Men,Male,iron_deficiency_anemia,30.0,0.0,,
Malawi,Men,Male,iron_deficiency_anemia,20.0,2.8,,
Malawi,Men,Male,iron_deficiency_anemia,20.0,3.7,,
Malawi,Men,Male,iron_deficiency_anemia,15.0,0.0,,
Malawi,Men,Male,iron_deficiency_anemia,20.0,0.0,,
Malawi,Men,Male,iron_deficiency_anemia,20.0,0.0,,
Malawi,Men,Male,iron_deficiency_anemia,15.0,0.0,,
Malawi,Men,Male,iron_deficiency_anemia,20.0,3.8,,
Malawi,Men,Male,iron_deficiency_anemia,20.0,7.9,,
Malawi,Men,Male,iron_deficiency_anemia,15.0,0.0,,
Malawi,Men,Male,iron_deficiency_anemia,15.0,0.0,,
Malawi,Men,Male,iron_deficiency_anemia,20.0,0.0,,
Malawi,Men,Male,iron_deficiency_anemia,20.0,0.0,,
Malawi,Men,Male,iron_deficiency_anemia,15.0,0.0,,
Malawi,Men,Male,iron_deficiency_anemia,20.0,0.0,,
Malawi,Men,Male,iron_deficiency_anemia,20.0,0.0,,
New Zealand,Adults,All,iron_deficiency_anemia,15.0,2.1,,
New Zealand,Adults,Female,iron_deficiency_anemia,15.0,3.5,,
New Zealand,Men,Male,iron_deficiency_anemia,15.0,0.6,,
New Zealand,Men,Male,iron_deficiency_anemia,19.0,0.0,,
New Zealand,Men,Male,iron_deficiency_anemia,31.0,1.3,,
New Zealand,Men,Male,iron_deficiency_anemia,51.0,0.3,,
New Zealand,Women,Female,iron_deficiency_anemia,51.0,2.1,,
Philippines,Adults,All,iron_deficiency_anemia,20.0,54.4,,
China,Children,All,MCV,6.0,6.7,,
Ecuador,Adolescents,All,MCV,12.0,17.7,,
Ecuador,Adolescents,All,MCV,12.0,13.2,,
Ecuador,Adolescents,All,MCV,15.0,10.2,,
Ecuador,Adolescents,Female,MCV,12.0,10.6,,
Ecuador,Adolescents,Female,MCV,12.0,12.0,,
Ecuador,Adolescents,Female,MCV,15.0,12.9,,
Ecuador,Adolescents,Male,MCV,12.0,23.1,,
Ecuador,Adolescents,Male,MCV,12.0,14.1,,
Ecuador,Adolescents,Male,MCV,15.0,7.8,,
Ecuador,Men,Male,MCV,20.0,12.7,,
Ecuador,Men,Male,MCV,20.0,12.2,,
Ecuador,Men,Male,MCV,30.0,13.9,,
Ecuador,Men,Male,MCV,40.0,10.5,,
Ecuador,Women,Female,MCV,20.0,21.6,,
Ecuador,Women,Female,MCV,20.0,23.1,,
Ecuador,Women,Female,MCV,30.0,20.2,,
Ecuador,Women,Female,MCV,40.0,21.4,,
Ecuador,Women,Female,MCV,50.0,13.8,,
Ecuador,Women,All,MCV,6.0,60.0,,
Ecuador,Women,All,MCV,6.0,39.9,,
Ecuador,Women,All,MCV,12.0,49.0,,
Ecuador,Women,All,MCV,24.0,27.1,,
Ecuador,Women,All,MCV,36.0,37.8,,
Ecuador,Women,All,MCV,48.0,28.0,,
Ecuador,Women,Female,MCV,6.0,45.9,,
Ecuador,Women,Female,MCV,6.0,29.6,,
Ecuador,Women,Female,MCV,12.0,41.1,,
Ecuador,Women,Female,MCV,24.0,14.9,,
Ecuador,Women,Female,MCV,36.0,27.6,,
Ecuador,Women,Female,MCV,48.0,18.5,,
Ecuador,Women,Male,MCV,6.0,70.7,,
Ecuador,Women,Male,MCV,6.0,47.7,,
Ecuador,Women,Male,MCV,12.0,55.8,,
Ecuador,Women,Male,MCV,24.0,37.1,,
Ecuador,Women,Male,MCV,36.0,43.8,,
Ecuador,Women,Male,MCV,48.0,34.9,,
Ecuador,Children,All,MCV,5.0,18.7,,
Ecuador,Children,Female,MCV,5.0,13.0,,
Ecuador,Children,Male,MCV,5.0,22.4,,
Spain,Adults,All,MCV,25.0,3.14,,
Spain,Men,Male,MCV,25.0,1.8,,
Spain,Women,Female,MCV,25.0,4.4,,
United Kingdom,Men,Male,MCV,19.0,7.0,,
United Kingdom,Men,Male,MCV,19.0,3.0,,
United Kingdom,Men,Male,MCV,25.0,4.0,,
United Kingdom,Men,Male,MCV,35.0,3.0,,
United Kingdom,Men,Male,MCV,50.0,0.0,,
United Kingdom,Women,Female,MCV,19.0,4.0,,
United Kingdom,Women,Female,MCV,19.0,4.0,,
United Kingdom,Women,Female,MCV,25.0,5.0,,
United Kingdom,Women,Female,MCV,35.0,4.0,,
United Kingdom,Women,Female,MCV,50.0,4.0,,
Korea,Adolescents,Female,MCV,10.0,2.8,,
Korea,Adolescents,Female,MCV,15.0,4.4,,
Korea,Adolescents,Male,MCV,10.0,0.3,,
Korea,Adolescents,Male,MCV,15.0,0.8,,
Korea,Elderly,Female,MCV,60.0,1.0,,
Korea,Elderly,Female,MCV,70.0,0.0,,
Korea,Elderly,Male,MCV,60.0,0.8,,
Korea,Elderly,Male,MCV,70.0,0.6,,
Korea,Men,Male,MCV,18.0,0.1,,
Korea,Men,Male,MCV,50.0,0.3,,
Korea,Women,Female,MCV,50.0,1.4,,
Korea,Women,Female,MCV,18.0,4.4,,
Korea,Adolescents,Female,MCV,10.0,1.3,,
Korea,Adolescents,Female,MCV,15.0,2.2,,
Korea,Adolescents,Male,MCV,10.0,0.0,,
Korea,Adolescents,Male,MCV,15.0,0.0,,
Korea,Elderly,Female,MCV,60.0,1.0,,
Korea,Elderly,Female,MCV,70.0,0.8,,
Korea,Elderly,Male,MCV,60.0,0.5,,
Korea,Elderly,Male,MCV,70.0,1.4,,
Korea,Men,Male,MCV,18.0,0.1,,
Korea,Men,Male,MCV,50.0,0.2,,
Korea,Women,Female,MCV,18.0,4.4,,
Korea,Women,Female,MCV,50.0,1.4,,
Korea,Adolescents,Female,MCV,10.0,2.3,,
Korea,Adolescents,Female,MCV,15.0,1.7,,
Korea,Adolescents,Male,MCV,10.0,0.0,,
Korea,Adolescents,Male,MCV,15.0,0.0,,
Korea,Elderly,Female,MCV,60.0,1.1,,
Korea,Elderly,Female,MCV,70.0,1.1,,
Korea,Elderly,Male,MCV,60.0,0.4,,
Korea,Elderly,Male,MCV,70.0,1.6,,
Korea,Men,Male,MCV,18.0,0.1,,
Korea,Men,Male,MCV,50.0,0.7,,
Korea,Women,Female,MCV,50.0,1.0,,
Korea,Women,Female,MCV,18.0,6.1,,
Palestine,Adolescents,Female,MCV,15.0,61.6,,
Palestine,Adolescents,Male,MCV,15.0,63.3,,
Palestine,Women,Female,MCV,18.0,57.2,,
Palestine,Pregnant women,Female,MCV,18.0,51.6,,
Palestine,Women,All,MCV,6.0,90.0,,
Palestine,Adolescents,Female,MCV,15.0,22.0,,
Palestine,Adolescents,Male,MCV,15.0,12.7,,
Palestine,Women,Female,MCV,18.0,15.0,,
Palestine,Pregnant women,Female,MCV,18.0,16.5,,
Palestine,Women,All,MCV,6.0,42.9,,
Palestine,Adolescents,Female,MCV,15.0,42.1,,
Palestine,Adolescents,Male,MCV,15.0,37.8,,
Palestine,Women,Female,MCV,18.0,36.1,,
Palestine,Pregnant women,Female,MCV,18.0,34.1,,
Palestine,Women,All,MCV,6.0,67.8,,
Thailand,Children,All,MCV,6.0,100.0,,
Thailand,Children,All,MCV,6.0,99.0,,
Thailand,Children,All,MCV,6.0,40.0,,